incident_key,occur_date,occur_time,boro,precinct,jurisdiction_code,location_desc,statistical_murder_flag,perp_age_group,perp_sex,perp_race,vic_age_group,vic_sex,vic_race,latitude,longitude
163780106,2017-04-13,2023-04-30T18:34:00.000-04:00,QUEENS,102,0,,false,<18,M,BLACK,18-24,M,UNKNOWN,40.69608525500007,-73.84635566699995
163842652,2017-04-16,2023-04-30T21:28:00.000-04:00,BROOKLYN,69,0,,true,,,,18-24,M,BLACK,40.63479872100004,-73.91838180099995
163842822,2017-04-14,2023-04-30T23:59:00.000-04:00,BRONX,46,2,MULTI DWELL - PUBLIC HOUS,false,18-24,M,BLACK,25-44,M,BLACK,40.85301106500003,-73.91105782599993
163842823,2017-04-15,2023-04-30T16:50:00.000-04:00,BRONX,47,0,,false,45-64,M,UNKNOWN,45-64,M,BLACK,40.87797752600005,-73.85767844999998
163842824,2017-04-15,2023-04-30T01:14:00.000-04:00,BROOKLYN,79,0,,false,,,,18-24,M,BLACK,40.68033400500008,-73.93842477199996
163842825,2017-04-15,2023-04-30T04:41:00.000-04:00,QUEENS,103,0,,false,,,,25-44,M,BLACK,40.69858153700005,-73.79391016599999
163842826,2017-04-16,2023-04-30T00:08:00.000-04:00,STATEN ISLAND,120,0,GROCERY/BODEGA,false,18-24,M,BLACK,25-44,M,BLACK,40.614624398000046,-74.08471718499999
163842827,2017-04-16,2023-04-30T17:22:00.000-04:00,QUEENS,105,0,,false,,,,25-44,M,BLACK,40.665770646000055,-73.72984690899995
163842828,2017-04-16,2023-04-30T16:40:00.000-04:00,MANHATTAN,23,0,GROCERY/BODEGA,false,25-44,M,BLACK,25-44,F,BLACK,40.79584734100007,-73.94690845799994
163842829,2017-04-16,2023-04-30T21:45:00.000-04:00,BRONX,44,0,,true,25-44,M,BLACK,25-44,M,BLACK,40.842654700000026,-73.91298967699998
163842830,2017-04-16,2023-04-30T23:45:00.000-04:00,MANHATTAN,34,0,,false,,,,25-44,M,WHITE HISPANIC,40.84839486900006,-73.93259489599996
163842831,2017-04-16,2023-04-30T21:09:00.000-04:00,STATEN ISLAND,120,2,MULTI DWELL - PUBLIC HOUS,false,<18,M,BLACK,<18,M,BLACK,40.62384798800008,-74.08198120899993
163875942,2017-04-17,2023-04-30T22:52:00.000-04:00,BROOKLYN,73,0,,false,,,,25-44,M,BLACK,40.67672831800007,-73.90606358299993
163875943,2017-04-17,2023-04-30T16:40:00.000-04:00,BRONX,40,0,,false,25-44,M,BLACK,25-44,M,BLACK,40.808372947000066,-73.91410915899996
163875944,2017-04-17,2023-04-30T22:05:00.000-04:00,BRONX,52,0,,false,18-24,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,40.867902049000065,-73.89563923699995
163887654,2017-04-18,2023-04-30T08:35:00.000-04:00,BROOKLYN,76,0,GROCERY/BODEGA,false,25-44,M,BLACK,25-44,M,ASIAN / PACIFIC ISLANDER,40.676396613000065,-74.00492386199994
163915442,2017-04-18,2023-04-30T18:00:00.000-04:00,QUEENS,103,0,,false,,,,25-44,M,BLACK,40.69679785300008,-73.78389718099999
163915443,2017-04-18,2023-04-30T19:00:00.000-04:00,STATEN ISLAND,120,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,40.622212509000065,-74.08265664699996
163956127,2017-04-20,2023-04-30T01:03:00.000-04:00,BRONX,48,0,,false,25-44,M,BLACK HISPANIC,18-24,M,BLACK,40.85441031600004,-73.88233117899995
163956128,2017-04-20,2023-04-30T00:18:00.000-04:00,STATEN ISLAND,120,0,,false,,,,18-24,F,BLACK,40.62505201500005,-74.08069888099999
164066249,2017-04-22,2023-04-30T04:24:00.000-04:00,MANHATTAN,34,0,,false,25-44,M,BLACK HISPANIC,45-64,M,BLACK HISPANIC,40.866572003000044,-73.91790188599998
164066250,2017-04-22,2023-04-30T04:11:00.000-04:00,QUEENS,103,0,RESTAURANT/DINER,false,25-44,M,BLACK,25-44,M,BLACK,40.69628408400007,-73.80435942199995
164066251,2017-04-22,2023-04-30T21:16:00.000-04:00,QUEENS,101,0,,true,,,,25-44,M,BLACK,40.59814930600004,-73.76689807299994
164066479,2017-04-24,2023-04-30T10:38:00.000-04:00,BRONX,44,0,,false,,,,25-44,M,WHITE HISPANIC,40.84376257500003,-73.91174605599997
164084001,2017-04-24,2023-04-30T15:10:00.000-04:00,MANHATTAN,1,0,,false,25-44,M,BLACK,25-44,F,WHITE,40.705607332000056,-74.01539530599996
164101712,2017-04-24,2023-04-30T22:38:00.000-04:00,BRONX,43,0,,false,,,,18-24,M,BLACK HISPANIC,40.83182859200008,-73.85732568799995
164101713,2017-04-24,2023-04-30T05:25:00.000-04:00,BRONX,46,0,BAR/NIGHT CLUB,false,,,,25-44,M,WHITE HISPANIC,40.84867424000004,-73.91779724099996
164188746,2017-04-27,2023-04-30T04:00:00.000-04:00,MANHATTAN,34,0,,false,18-24,M,WHITE HISPANIC,25-44,F,WHITE HISPANIC,40.85170536100003,-73.93199489299997
164206958,2017-04-27,2023-04-30T13:16:00.000-04:00,BROOKLYN,79,0,,false,,,,25-44,M,BLACK,40.68892980800007,-73.95314877999994
164227002,2017-04-27,2023-04-30T19:16:00.000-04:00,BROOKLYN,63,0,,false,,,,18-24,M,BLACK,40.631625307000036,-73.92924192099997
164227003,2017-04-27,2023-04-30T22:11:00.000-04:00,BRONX,46,0,,false,18-24,M,BLACK HISPANIC,18-24,M,BLACK,40.858851412000035,-73.90529686099995
164236470,2017-04-28,2023-04-30T04:48:00.000-04:00,STATEN ISLAND,121,0,,false,,,,25-44,M,BLACK,40.58716468400007,-74.19346126899995
164239892,2017-04-28,2023-04-30T11:58:00.000-04:00,BRONX,48,0,,false,18-24,M,BLACK,<18,M,BLACK HISPANIC,40.84550469200008,-73.88347867299996
164244239,2017-04-28,2023-04-30T16:01:00.000-04:00,BROOKLYN,90,2,MULTI DWELL - PUBLIC HOUS,false,25-44,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,40.70828081700006,-73.96658846899999
164246023,2017-04-28,2023-04-30T23:30:00.000-04:00,BRONX,43,0,,false,18-24,M,BLACK,<18,M,BLACK,40.82291230800007,-73.87004130399998
164301441,2017-04-28,2023-04-30T12:29:00.000-04:00,BROOKLYN,90,2,MULTI DWELL - PUBLIC HOUS,true,25-44,M,BLACK,18-24,M,BLACK,40.709031234000065,-73.94091929199993
164301442,2017-04-30,2023-04-30T21:56:00.000-04:00,BRONX,47,0,,false,,,,45-64,M,BLACK,40.87730231000006,-73.85951618199994
164301443,2017-04-30,2023-04-30T03:21:00.000-04:00,BRONX,42,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK,40.83315416900007,-73.90913750499993
164301444,2017-04-29,2023-04-30T04:24:00.000-04:00,BRONX,40,2,MULTI DWELL - PUBLIC HOUS,false,25-44,M,BLACK,25-44,M,BLACK,40.819646946000034,-73.91934736899998
164301445,2017-04-29,2023-04-30T04:56:00.000-04:00,BRONX,43,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,40.823179304000064,-73.86653649599998
164301446,2017-04-29,2023-04-30T00:04:00.000-04:00,MANHATTAN,24,2,MULTI DWELL - PUBLIC HOUS,false,18-24,M,BLACK HISPANIC,25-44,M,BLACK,40.79819366700008,-73.96734989899994
164301447,2017-04-28,2023-04-30T10:40:00.000-04:00,BRONX,47,0,,true,25-44,M,BLACK,25-44,M,BLACK,40.88595265400005,-73.82259195299997
164337367,2017-05-01,2023-04-30T23:41:00.000-04:00,BROOKLYN,75,0,,true,25-44,M,BLACK,25-44,F,BLACK,40.65837858100008,-73.87542033699998
164337368,2017-05-01,2023-04-30T22:55:00.000-04:00,BROOKLYN,69,0,,true,45-64,M,BLACK,45-64,M,BLACK,40.63548411000005,-73.89155934099995
164337369,2017-05-01,2023-04-30T07:34:00.000-04:00,QUEENS,105,0,,true,25-44,M,BLACK,45-64,M,BLACK HISPANIC,40.658668671000044,-73.76770840299997
164337370,2017-05-01,2023-04-30T20:35:00.000-04:00,BRONX,40,2,MULTI DWELL - PUBLIC HOUS,false,25-44,M,BLACK,25-44,M,BLACK HISPANIC,40.80653857400006,-73.91891149799994
164351223,2017-05-02,2023-04-30T09:41:00.000-04:00,BROOKLYN,69,0,,false,18-24,M,BLACK,18-24,M,BLACK,40.63850090200003,-73.89340509799996
164355051,2017-05-02,2023-04-30T12:32:00.000-04:00,BROOKLYN,75,0,,false,<18,M,BLACK,18-24,M,BLACK,40.66222890600005,-73.89440525199996
164398215,2017-05-03,2023-04-30T13:58:00.000-04:00,BROOKLYN,79,0,MULTI DWELL - APT BUILD,false,25-44,M,BLACK,25-44,M,BLACK,40.68707462400005,-73.94320473599998
164422509,2017-05-03,2023-04-30T20:48:00.000-04:00,BRONX,44,0,,false,18-24,M,BLACK,25-44,M,BLACK,40.84147726900005,-73.91565392299998
164540093,2017-05-06,2023-04-30T01:35:00.000-04:00,BRONX,52,0,,false,,,,25-44,M,WHITE HISPANIC,40.88278045900006,-73.88509789499994
164540094,2017-05-07,2023-04-30T02:27:00.000-04:00,MANHATTAN,23,2,MULTI DWELL - PUBLIC HOUS,false,,,,45-64,M,BLACK,40.79714361500004,-73.94596499199997
164540095,2017-05-07,2023-04-30T21:33:00.000-04:00,BRONX,41,0,,false,,,,25-44,M,BLACK HISPANIC,40.81563517500007,-73.89693078099998
164577213,2017-05-08,2023-04-30T22:00:00.000-04:00,BROOKLYN,75,2,MULTI DWELL - PUBLIC HOUS,false,<18,M,BLACK,<18,M,BLACK,40.66913108800003,-73.86554927099996
164577214,2017-05-08,2023-04-30T20:53:00.000-04:00,BRONX,40,0,,false,,,,18-24,M,BLACK,40.81035186300005,-73.92494232599995
164597435,2017-05-09,2023-04-30T14:08:00.000-04:00,BROOKLYN,68,0,MULTI DWELL - APT BUILD,false,<18,M,BLACK,18-24,M,ASIAN / PACIFIC ISLANDER,40.624375505000046,-74.00499522099994
164640801,2017-05-10,2023-04-30T14:48:00.000-04:00,MANHATTAN,32,0,,false,,,,18-24,M,BLACK,40.80838303300004,-73.94288855199994
164665737,2017-05-10,2023-04-30T11:11:00.000-04:00,STATEN ISLAND,121,0,,false,25-44,M,BLACK,18-24,M,BLACK,40.63088497800004,-74.14911867799998
164689067,2017-05-11,2023-04-30T14:50:00.000-04:00,QUEENS,106,0,,false,18-24,M,BLACK,25-44,M,BLACK,40.67792959800005,-73.80588894699997
164731319,2017-05-12,2023-04-30T14:55:00.000-04:00,BROOKLYN,81,0,,false,,,,18-24,M,BLACK,40.695256527000026,-73.94048568099998
164781176,2017-05-14,2023-04-30T08:30:00.000-04:00,QUEENS,105,0,,true,,,,25-44,M,BLACK,40.66416650200006,-73.75168244599996
164781177,2017-05-14,2023-04-30T19:56:00.000-04:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK,40.66757466800004,-73.90729486299995
164781178,2017-05-14,2023-04-30T09:35:00.000-04:00,QUEENS,107,0,MULTI DWELL - APT BUILD,false,25-44,M,ASIAN / PACIFIC ISLANDER,25-44,F,ASIAN / PACIFIC ISLANDER,40.719023761000074,-73.81913929999996
164781319,2017-05-14,2023-04-30T06:33:00.000-04:00,QUEENS,105,0,,false,25-44,M,AMERICAN INDIAN/ALASKAN NATIVE,25-44,M,BLACK,40.65942084900007,-73.74100713099995
164781320,2017-05-14,2023-04-30T12:41:00.000-04:00,BROOKLYN,75,0,,false,18-24,M,BLACK,18-24,M,ASIAN / PACIFIC ISLANDER,40.672234263000064,-73.88033392099999
164781321,2017-05-13,2023-04-30T03:53:00.000-04:00,BRONX,42,0,MULTI DWELL - APT BUILD,false,,,,25-44,M,WHITE HISPANIC,40.835940848000064,-73.88646463099997
164814482,2017-05-15,2023-04-30T16:47:00.000-04:00,QUEENS,114,2,MULTI DWELL - PUBLIC HOUS,true,25-44,M,BLACK,25-44,M,BLACK,40.755667936000066,-73.94804565499999
164814483,2017-05-15,2023-04-30T20:12:00.000-04:00,BRONX,46,0,,false,,,,25-44,M,BLACK HISPANIC,40.85177608400005,-73.90800506999994
164887362,2017-05-16,2023-04-30T16:30:00.000-04:00,BRONX,46,2,MULTI DWELL - PUBLIC HOUS,false,18-24,M,BLACK,<18,M,WHITE HISPANIC,40.847489206000034,-73.92275072899997
164906432,2017-05-18,2023-04-30T00:27:00.000-04:00,BROOKLYN,81,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,40.67896052800006,-73.92313814899995
164942050,2017-05-19,2023-04-30T01:16:00.000-04:00,BROOKLYN,73,0,,false,<18,M,BLACK,18-24,M,BLACK,40.663188681000065,-73.91005138999998
164942051,2017-05-18,2023-04-30T21:36:00.000-04:00,QUEENS,102,0,,true,,,,18-24,M,WHITE HISPANIC,40.68601996000007,-73.85366530599998
164956773,2017-05-19,2023-04-30T14:17:00.000-04:00,QUEENS,103,0,,false,,,,18-24,F,BLACK,40.69896252700005,-73.79299138299996
164959870,2017-05-19,2023-04-30T15:44:00.000-04:00,BROOKLYN,75,0,,false,45-64,M,BLACK,25-44,M,BLACK,40.67278550900005,-73.86647356799995
165014942,2017-05-20,2023-04-30T21:27:00.000-04:00,BRONX,46,0,,true,18-24,M,WHITE HISPANIC,18-24,M,BLACK,40.84934073900007,-73.91792721899998
165014943,2017-05-21,2023-04-30T00:14:00.000-04:00,BROOKLYN,67,0,,true,,,,25-44,M,BLACK,40.64287440500004,-73.93622953099998
165014944,2017-05-20,2023-04-30T22:23:00.000-04:00,BRONX,44,0,,false,18-24,M,WHITE HISPANIC,18-24,M,BLACK HISPANIC,40.82529288300003,-73.91753887099998
165014945,2017-05-21,2023-04-30T00:55:00.000-04:00,MANHATTAN,26,0,,false,,,,18-24,M,BLACK,40.82127120900003,-73.94608066499995
165015157,2017-05-22,2023-04-30T03:30:00.000-04:00,BRONX,45,0,,false,25-44,M,BLACK,45-64,M,BLACK,40.88144353100006,-73.82735806599999
165101461,2017-05-23,2023-04-30T20:03:00.000-04:00,MANHATTAN,18,0,RESTAURANT/DINER,false,45-64,M,WHITE,25-44,F,WHITE HISPANIC,40.76750968300007,-73.98973588099994
165146994,2017-05-24,2023-04-30T16:50:00.000-04:00,BRONX,49,0,,false,,,,45-64,F,WHITE,40.857991122000044,-73.86179196099994
165146995,2017-05-24,2023-04-30T17:16:00.000-04:00,MANHATTAN,28,0,,false,18-24,M,WHITE HISPANIC,18-24,M,BLACK HISPANIC,40.805323060000035,-73.95750304099994
165146996,2017-05-25,2023-04-30T03:15:00.000-04:00,BROOKLYN,84,2,MULTI DWELL - PUBLIC HOUS,false,,,,45-64,M,BLACK,40.699798249000025,-73.98167147899994
165147267,2017-05-24,2023-04-30T23:21:00.000-04:00,BROOKLYN,90,2,MULTI DWELL - PUBLIC HOUS,true,18-24,M,BLACK,25-44,M,BLACK,40.70368766800004,-73.93988147899995
165188855,2017-05-25,2023-04-30T19:48:00.000-04:00,BROOKLYN,69,0,,false,,,,18-24,M,BLACK,40.63797299000004,-73.91346216199997
165188856,2017-05-26,2023-04-30T03:00:00.000-04:00,BROOKLYN,73,0,,false,,,,25-44,M,BLACK,40.662002535000056,-73.91958730399995
165210179,2017-05-26,2023-04-30T16:40:00.000-04:00,BRONX,40,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,40.81646587100005,-73.90780617899998
165252468,2017-05-27,2023-04-30T14:40:00.000-04:00,STATEN ISLAND,120,0,,false,18-24,M,WHITE,18-24,M,BLACK,40.63981125300006,-74.11434180999998
165252469,2017-05-27,2023-04-30T05:26:00.000-04:00,BROOKLYN,73,0,,false,25-44,M,BLACK,25-44,M,BLACK,40.66207206400003,-73.91220810399994
165252470,2017-05-27,2023-04-30T03:16:00.000-04:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK,40.66919332200007,-73.90525072599996
165264178,2017-05-26,2023-04-30T23:14:00.000-04:00,BROOKLYN,60,0,,true,25-44,M,WHITE HISPANIC,25-44,F,WHITE HISPANIC,40.57998946500004,-74.00272729299996
165264179,2017-05-28,2023-04-30T20:08:00.000-04:00,STATEN ISLAND,120,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,40.636818411000036,-74.11865177499999
165264180,2017-05-28,2023-04-30T21:40:00.000-04:00,MANHATTAN,26,0,,false,,,,25-44,M,BLACK,40.81712482300003,-73.94800964599995
165264181,2017-05-28,2023-04-30T21:45:00.000-04:00,BRONX,40,0,,false,18-24,M,BLACK,18-24,M,BLACK,40.80719775400007,-73.92429928699994
165264182,2017-05-27,2023-04-30T23:01:00.000-04:00,QUEENS,113,0,,true,45-64,M,BLACK,25-44,M,BLACK,40.67604360200005,-73.80102543499999
165264183,2017-05-27,2023-04-30T03:25:00.000-04:00,MANHATTAN,6,0,,false,25-44,M,BLACK,25-44,M,BLACK,40.74030903700003,-74.00382659999997
165264360,2017-05-27,2023-04-30T21:12:00.000-04:00,BROOKLYN,67,0,,true,25-44,M,BLACK HISPANIC,18-24,M,BLACK,40.64999671600003,-73.93214643099998
165264361,2017-05-26,2023-04-30T19:35:00.000-04:00,BROOKLYN,75,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK,40.667629616000056,-73.89625582999997
165264362,2017-05-27,2023-04-30T12:00:00.000-04:00,QUEENS,105,0,,false,,,,18-24,M,BLACK,40.69855836100004,-73.73531116999999
165264363,2017-05-27,2023-04-30T01:11:00.000-04:00,BRONX,46,0,,false,,,,25-44,M,BLACK,40.86008506700006,-73.89363018999995
165264364,2017-05-27,2023-04-30T22:34:00.000-04:00,BROOKLYN,73,0,,false,,,,25-44,M,BLACK,40.661440353000046,-73.91643415899995
165264365,2017-05-27,2023-04-30T00:33:00.000-04:00,BRONX,46,0,,false,,,,25-44,M,BLACK,40.852524594000045,-73.91708422199997
165294204,2017-05-29,2023-04-30T18:46:00.000-04:00,BROOKLYN,79,2,MULTI DWELL - PUBLIC HOUS,false,25-44,M,BLACK,18-24,M,BLACK,40.69831271700008,-73.95314872199998
165337584,2017-05-31,2023-04-30T00:42:00.000-04:00,BRONX,50,0,,false,,,,18-24,M,WHITE HISPANIC,40.871192879000034,-73.90032368699997
165337586,2017-05-31,2023-04-30T03:57:00.000-04:00,BRONX,47,0,,true,18-24,M,WHITE HISPANIC,18-24,M,BLACK,40.88351630900007,-73.85608147299996
165349195,2016-10-18,2023-04-30T18:28:00.000-04:00,BRONX,43,0,,true,25-44,M,WHITE,65+,M,BLACK,40.819277095000075,-73.85439113199999
165356669,2017-05-31,2023-04-30T13:10:00.000-04:00,BRONX,47,2,MULTI DWELL - PUBLIC HOUS,false,25-44,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,40.88614179100006,-73.84499624499995
165378831,2017-06-01,2023-04-30T01:03:00.000-04:00,QUEENS,103,0,,false,,,,25-44,M,BLACK,40.694197716000076,-73.78951069199996
165378832,2017-05-31,2023-04-30T22:01:00.000-04:00,BRONX,52,0,MULTI DWELL - APT BUILD,false,18-24,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,40.85967299600003,-73.90427939199998
165379103,2017-05-31,2023-04-30T23:50:00.000-04:00,BRONX,43,0,MULTI DWELL - APT BUILD,true,,,,45-64,M,BLACK,40.832141937000074,-73.84951169199996
165387255,2017-05-30,2023-04-30T23:54:00.000-04:00,QUEENS,109,0,,true,18-24,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,40.76162790200004,-73.80381418299999
165391605,2017-06-01,2023-04-30T14:47:00.000-04:00,BROOKLYN,67,0,,false,18-24,M,BLACK,18-24,M,BLACK,40.63538005300006,-73.94403552799997
165418307,2017-06-01,2023-04-30T16:31:00.000-04:00,BROOKLYN,84,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK,40.70132212900006,-73.98179728999997
165492097,2017-06-02,2023-04-30T20:12:00.000-04:00,BROOKLYN,69,0,PVT HOUSE,false,25-44,M,BLACK,45-64,F,BLACK,40.63722346000003,-73.91262812399998
165492098,2017-06-03,2023-04-30T00:50:00.000-04:00,QUEENS,101,0,,false,25-44,M,BLACK,18-24,M,WHITE HISPANIC,40.60274616700008,-73.75007831399995
165492099,2017-06-03,2023-04-30T03:08:00.000-04:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,40.667789578000054,-73.90587205499997
165492100,2017-06-03,2023-04-30T18:15:00.000-04:00,MANHATTAN,32,2,MULTI DWELL - PUBLIC HOUS,false,25-44,M,BLACK,25-44,M,BLACK,40.81198569400004,-73.94757677099994
165492101,2017-06-04,2023-04-30T03:29:00.000-04:00,BROOKLYN,83,0,,false,18-24,M,WHITE HISPANIC,<18,M,WHITE HISPANIC,40.69761652400007,-73.92230070999994
165492102,2017-06-02,2023-04-30T18:40:00.000-04:00,BROOKLYN,83,0,,true,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,40.69569090600004,-73.93113819499996
165492103,2017-06-04,2023-04-30T03:26:00.000-04:00,MANHATTAN,34,0,,false,,,,18-24,M,WHITE HISPANIC,40.85175470100006,-73.93493086799998
165492105,2017-06-04,2023-04-30T20:50:00.000-04:00,BRONX,45,0,,false,25-44,M,BLACK,18-24,M,BLACK,40.827361762000066,-73.82462711599999
165492250,2017-06-03,2023-04-30T21:24:00.000-04:00,BRONX,43,0,,true,18-24,M,BLACK,18-24,M,BLACK,40.827216458000066,-73.87980814299993
165531428,2017-06-05,2023-04-30T17:03:00.000-04:00,BRONX,42,0,,false,25-44,M,WHITE HISPANIC,<18,M,BLACK,40.82869060000007,-73.90835519499996
165578498,2017-06-06,2023-04-30T18:59:00.000-04:00,BROOKLYN,81,0,,false,,,,25-44,M,BLACK,40.68254390900006,-73.93047528699998
165613951,2017-06-07,2023-04-30T20:12:00.000-04:00,BROOKLYN,75,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK,40.657599203000075,-73.88349331699999
165613952,2017-06-07,2023-04-30T16:29:00.000-04:00,BROOKLYN,73,0,,false,18-24,M,BLACK,25-44,M,BLACK,40.65802322500008,-73.91262160699995
165613953,2017-06-08,2023-04-30T01:53:00.000-04:00,BROOKLYN,73,0,,false,,,,25-44,M,BLACK,40.65564022800004,-73.91154080799998
165613954,2017-06-08,2023-04-30T01:08:00.000-04:00,BRONX,43,0,,false,,,,18-24,M,BLACK HISPANIC,40.81718262700008,-73.86171774699994
165653018,2017-06-09,2023-04-30T01:48:00.000-04:00,BROOKLYN,73,0,,true,,,,<18,M,BLACK,40.68701159400007,-73.91768215499997
165653019,2017-06-09,2023-04-30T03:15:00.000-04:00,QUEENS,101,0,MULTI DWELL - APT BUILD,false,18-24,M,BLACK,25-44,M,BLACK,40.596430576000046,-73.78467751999995
165720215,2017-06-10,2023-04-30T01:13:00.000-04:00,QUEENS,103,0,STORE UNCLASSIFIED,false,,,,25-44,M,BLACK,40.71327307300004,-73.76440646199995
165720216,2017-06-11,2023-04-30T00:10:00.000-04:00,BROOKLYN,79,0,,false,UNKNOWN,U,UNKNOWN,25-44,M,BLACK,40.68609969900007,-73.93866125499994
165720217,2017-06-11,2023-04-30T00:50:00.000-04:00,QUEENS,105,0,,false,<18,M,BLACK,18-24,M,BLACK,40.674383685000066,-73.73829658599993
165720218,2017-06-11,2023-04-30T00:19:00.000-04:00,MANHATTAN,32,0,,false,18-24,M,BLACK,25-44,M,BLACK,40.81785472000007,-73.94184557099999
165720219,2017-06-11,2023-04-30T03:11:00.000-04:00,BROOKLYN,73,0,PVT HOUSE,false,,,,25-44,F,BLACK,40.667735994000054,-73.91510897499995
165720220,2017-06-10,2023-04-30T21:00:00.000-04:00,BRONX,40,0,,false,,,,25-44,M,WHITE HISPANIC,40.82167805200004,-73.91518154599999
165720221,2017-06-11,2023-04-30T02:51:00.000-04:00,BROOKLYN,71,0,,false,25-44,M,BLACK,18-24,M,BLACK,40.670116617000076,-73.95817361899998
165721033,2017-06-11,2023-04-30T11:25:00.000-04:00,BROOKLYN,77,0,,false,25-44,F,WHITE,25-44,M,BLACK,40.66508188200004,-73.92739468699995
165724972,2017-06-09,2023-04-30T23:18:00.000-04:00,QUEENS,113,0,,false,,,,25-44,M,BLACK,40.696780223000076,-73.77850335499994
165724973,2017-06-09,2023-04-30T22:22:00.000-04:00,BRONX,48,0,,true,25-44,M,BLACK,18-24,M,BLACK HISPANIC,40.839961351000056,-73.87650153299995
165749337,2017-06-11,2023-04-30T19:00:00.000-04:00,QUEENS,104,0,,false,,,,45-64,M,WHITE HISPANIC,40.70966131000006,-73.91377668399997
165895789,2017-06-13,2023-04-30T01:20:00.000-04:00,BROOKLYN,67,0,,false,,,,25-44,M,BLACK,40.655223113000034,-73.93270694899996
166033024,2017-06-13,2023-04-30T16:37:00.000-04:00,BROOKLYN,81,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK,40.69281995000006,-73.93886197199998
166052161,2017-06-14,2023-04-30T14:12:00.000-04:00,BROOKLYN,78,0,,false,25-44,M,BLACK,45-64,M,BLACK,40.684462702000076,-73.97775143599995
166075250,2017-06-14,2023-04-30T21:35:00.000-04:00,BRONX,46,0,,false,,,,25-44,M,BLACK,40.847334887000045,-73.90374165199995
166115148,2017-06-16,2023-04-30T01:33:00.000-04:00,BRONX,44,0,,false,,,,25-44,M,BLACK,40.82339303400005,-73.91833724599996
166115149,2017-06-16,2023-04-30T04:33:00.000-04:00,QUEENS,103,0,,false,,,,18-24,M,BLACK,40.699165950000065,-73.79206818499995
166152717,2017-06-16,2023-04-30T18:28:00.000-04:00,QUEENS,113,0,,false,18-24,M,BLACK,<18,M,BLACK,40.675286855000024,-73.75991346399996
166152718,2017-06-16,2023-04-30T19:52:00.000-04:00,BROOKLYN,79,2,MULTI DWELL - PUBLIC HOUS,false,25-44,M,BLACK,25-44,M,BLACK,40.69472747300006,-73.94182854999997
166152719,2017-06-17,2023-04-30T00:05:00.000-04:00,BROOKLYN,88,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK,40.68962202600005,-73.96014935699998
166152720,2017-06-17,2023-04-30T01:15:00.000-04:00,BROOKLYN,60,0,,false,18-24,M,BLACK,25-44,M,BLACK HISPANIC,40.57552062800005,-73.99484909799997
166153603,2017-06-17,2023-04-30T02:25:00.000-04:00,BRONX,47,0,,false,25-44,M,BLACK,18-24,M,BLACK,40.88816577000006,-73.86026786999997
166188047,2017-06-17,2023-04-30T11:55:00.000-04:00,BROOKLYN,77,0,,true,18-24,M,BLACK,45-64,M,BLACK,40.67743314200004,-73.92928254999998
166188048,2017-06-17,2023-04-30T19:15:00.000-04:00,STATEN ISLAND,123,0,PVT HOUSE,false,25-44,M,WHITE,<18,M,WHITE,40.529108009000026,-74.19026524999998
166188049,2017-06-18,2023-04-30T20:02:00.000-04:00,BROOKLYN,69,0,,false,25-44,F,BLACK,25-44,F,BLACK,40.65237260500004,-73.89136611299995
166188250,2017-06-18,2023-04-30T00:20:00.000-04:00,BROOKLYN,69,0,,false,,,,18-24,M,BLACK,40.64363044600003,-73.89415632199996
166188251,2017-06-19,2023-04-30T00:15:00.000-04:00,MANHATTAN,25,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,40.811131309000075,-73.93671563499998
166188252,2017-06-19,2023-04-30T00:50:00.000-04:00,MANHATTAN,28,0,,false,25-44,M,BLACK,18-24,M,BLACK,40.80545690200006,-73.94501230799995
166268792,2017-06-21,2023-04-30T00:30:00.000-04:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,true,25-44,F,BLACK,25-44,M,BLACK,40.666494570000054,-73.92162031399994
